Product ID,Batch Number,Manufacturing Date,Expiry Date,Current Stock,Sales Velocity (units/day),Days_Remaining,Stock_Cover_Days,Estimated_Sales,Estimated_Unsold_Quantity
HP012,B58706,2023-03-06,2023-09-02,4968,14.53,0,341.913282863042,0.0,4968.0
HP004,B52098,2025-02-26,2027-02-26,4047,15.01,606,269.62025316455697,9096.06,0.0
HP005,B84355,2024-12-14,2026-12-14,4008,25.15,532,159.3638170974155,13379.8,0.0
HP008,B25754,2024-11-03,2025-11-03,1434,1.56,126,919.2307692307692,196.56,1237.44
HP008,B99127,2023-06-03,2024-06-02,2076,6.8,0,305.29411764705884,0.0,2076.0
HP010,B72816,2024-11-20,2026-05-14,3427,44.71,318,76.64951912323865,14217.78,0.0
HP009,B55421,2023-02-22,2024-02-22,2693,51.32,0,52.474668745128604,0.0,2693.0
HP008,B61963,2023-07-13,2024-07-12,2071,52.01,0,39.819265525860416,0.0,2071.0
HP005,B59813,2023-12-13,2024-12-12,2781,45.27,0,61.431411530815105,0.0,2781.0
HP008,B48116,2023-09-22,2025-03-15,2149,48.6,0,44.218106995884774,0.0,2149.0
HP006,B51234,2023-11-11,2025-05-04,1861,67.15,0,27.714072970960533,0.0,1861.0
HP010,B14411,2023-06-17,2024-06-16,1383,5.27,0,262.42884250474384,0.0,1383.0
HP008,B43944,2023-06-10,2024-12-01,4836,22.02,0,219.61852861035422,0.0,4836.0
HP003,B53516,2023-04-17,2024-04-16,4546,24.52,0,185.39967373572594,0.0,4546.0
HP003,B37781,2023-03-05,2025-03-04,1944,5.04,0,385.7142857142857,0.0,1944.0
HP007,B90571,2025-05-11,2026-11-02,2271,24.56,490,92.46742671009773,12034.4,0.0
HP006,B13937,2024-12-06,2025-12-06,1159,52.93,159,21.896844889476668,8415.87,0.0
HP007,B12653,2024-10-12,2026-04-05,4334,13.68,279,316.812865497076,3816.72,517.2800000000002
HP010,B33488,2023-07-12,2025-01-02,3289,1.65,0,1993.3333333333335,0.0,3289.0
HP004,B15175,2025-06-05,2027-06-05,3227,67.57,705,47.75788071629422,47636.85,0.0
HP012,B19314,2024-04-30,2025-04-30,2840,19.66,0,144.4557477110885,0.0,2840.0
HP002,B19214,2025-04-02,2027-04-02,2706,9.76,641,277.25409836065575,6256.16,0.0
HP005,B99008,2023-10-13,2025-10-12,3861,6.95,104,555.5395683453237,722.8000000000001,3138.2
HP012,B13504,2025-05-17,2026-05-17,1826,16.1,321,113.41614906832297,5168.1,0.0
HP004,B92650,2023-02-10,2025-02-09,1187,6.15,0,193.0081300813008,0.0,1187.0
HP001,B22876,2025-05-24,2025-11-20,2449,53.28,143,45.96471471471472,7619.04,0.0
HP002,B61561,2024-11-21,2026-11-21,1873,64.72,509,28.940049443757726,32942.479999999996,0.0
HP008,B26498,2024-07-01,2025-07-01,1153,19.97,1,57.73660490736105,19.97,1133.03
HP011,B41535,2023-04-24,2024-04-23,2050,25.28,0,81.09177215189872,0.0,2050.0
HP007,B63712,2023-12-19,2025-06-11,4504,3.26,0,1381.59509202454,0.0,4504.0
HP003,B37171,2023-01-27,2025-01-26,1046,31.58,0,33.1222292590247,0.0,1046.0
HP004,B86824,2024-01-09,2025-07-02,2494,26.32,2,94.75683890577507,52.64,2441.36
HP007,B24366,2023-11-19,2025-11-18,593,2.13,141,278.40375586854464,300.33,292.67
HP010,B88604,2024-12-25,2025-12-25,634,19.74,178,32.11752786220872,3513.72,0.0
HP011,B87786,2024-02-24,2025-08-17,1320,62.63,48,21.076161583905474,3006.2400000000002,0.0
HP007,B57285,2023-11-16,2024-11-15,362,68.95,0,5.250181290790428,0.0,362.0
HP008,B72084,2024-04-04,2026-04-04,2326,46.05,278,50.51031487513573,12801.9,0.0
HP005,B99047,2025-03-24,2026-03-24,352,54.1,267,6.506469500924214,14444.7,0.0
HP004,B20086,2023-11-09,2025-05-02,3957,45.57,0,86.83344305464121,0.0,3957.0
HP002,B89773,2023-08-24,2025-08-23,722,67.5,54,10.696296296296296,3645.0,0.0
HP004,B67870,2025-01-04,2026-06-28,2130,68.19,363,31.236251649802025,24752.969999999998,0.0
HP009,B34643,2024-08-24,2025-08-24,4550,39.55,55,115.04424778761063,2175.25,2374.75
HP005,B18225,2024-08-11,2026-08-11,950,18.25,407,52.054794520547944,7427.75,0.0
HP006,B86796,2024-09-04,2025-09-04,335,29.38,66,11.402314499659633,1939.08,0.0
HP006,B79072,2024-02-02,2026-02-01,950,33.89,216,28.031867807612866,7320.24,0.0
HP006,B56930,2025-05-27,2026-11-18,2699,59.54,506,45.33087000335909,30127.239999999998,0.0
HP001,B38476,2023-12-11,2024-12-10,2980,48.63,0,61.2790458564672,0.0,2980.0
HP006,B91306,2024-09-17,2025-09-17,637,37.26,79,17.09608158883521,2943.54,0.0
HP001,B80178,2025-04-18,2026-04-18,2227,36.09,292,61.70684400110834,10538.28,0.0
HP002,B52493,2024-08-01,2026-01-23,2692,49.81,207,54.045372415177674,10310.67,0.0
HP008,B38571,2024-06-03,2026-06-03,2906,63.44,338,45.80706179066835,21442.719999999998,0.0
HP008,B74003,2023-06-02,2024-06-01,544,15.29,0,35.57880967952911,0.0,544.0
HP008,B83905,2024-01-22,2026-01-21,736,62.48,205,11.7797695262484,12808.4,0.0
HP005,B86151,2024-10-28,2026-04-21,4695,29.29,295,160.2936155684534,8640.55,0.0
HP004,B79931,2024-01-09,2025-01-08,1544,37.73,0,40.922342963159295,0.0,1544.0
HP005,B82562,2023-08-08,2025-08-07,3259,37.72,38,86.39978791092258,1433.36,1825.64
HP009,B45898,2023-12-29,2024-12-28,581,59.4,0,9.781144781144782,0.0,581.0
HP012,B94112,2025-02-07,2025-08-06,3568,18.17,37,196.36763896532744,672.2900000000001,2895.71
HP011,B23523,2023-10-27,2025-10-26,4340,48.28,118,89.89229494614747,5697.04,0.0
HP007,B53513,2023-02-20,2025-02-19,1595,41.07,0,38.836133430728026,0.0,1595.0
HP004,B23968,2024-03-17,2026-03-17,2985,24.75,260,120.60606060606061,6435.0,0.0
HP002,B58792,2023-07-31,2025-07-30,815,6.16,30,132.30519480519482,184.8,630.2
HP002,B88025,2024-09-22,2025-09-22,4212,54.89,84,76.73528875933685,4610.76,0.0
HP006,B37815,2024-12-20,2026-12-20,867,17.63,538,49.17753828701078,9484.939999999999,0.0
HP004,B52053,2024-10-16,2026-04-09,2365,6.12,283,386.437908496732,1731.96,633.04
HP001,B60488,2023-06-10,2023-12-07,2523,33.95,0,74.31516936671575,0.0,2523.0
HP001,B61064,2024-04-05,2024-10-02,1571,19.96,0,78.70741482965931,0.0,1571.0
HP010,B27165,2023-09-08,2025-03-01,1869,34.02,0,54.938271604938265,0.0,1869.0
HP005,B26176,2023-03-28,2024-09-18,2898,21.93,0,132.14774281805745,0.0,2898.0
HP002,B60855,2025-03-18,2026-03-18,365,36.79,261,9.921174232128296,9602.19,0.0
HP006,B42700,2023-01-09,2024-01-09,562,33.72,0,16.666666666666668,0.0,562.0
HP005,B10996,2024-05-23,2025-11-14,420,48.51,137,8.658008658008658,6645.87,0.0
HP011,B56745,2024-07-17,2025-07-17,3449,27.03,17,127.59896411394746,459.51,2989.49
HP009,B35078,2025-04-09,2026-04-09,2217,43.58,283,50.87195961450207,12333.14,0.0
HP009,B68625,2024-03-18,2024-09-14,908,43.95,0,20.65984072810011,0.0,908.0
HP005,B54188,2024-08-12,2026-02-03,1351,28.12,218,48.04409672830725,6130.16,0.0
HP003,B89945,2024-02-20,2025-02-19,3494,67.12,0,52.05601907032181,0.0,3494.0
HP009,B37118,2023-02-09,2023-08-08,3909,69.27,0,56.431355565179736,0.0,3909.0
HP001,B45753,2024-06-05,2024-12-02,3090,11.84,0,260.97972972972974,0.0,3090.0
HP003,B79901,2025-05-21,2026-11-12,3215,55.63,500,57.79255797231709,27815.0,0.0
HP002,B56562,2024-02-04,2025-02-03,2190,8.39,0,261.02502979737784,0.0,2190.0
HP011,B28392,2025-01-28,2026-01-28,2287,57.16,212,40.01049685094472,12117.92,0.0
HP009,B37816,2024-12-22,2025-06-20,4301,39.72,0,108.28298086606245,0.0,4301.0
HP009,B67749,2024-02-11,2024-08-09,4188,36.52,0,114.67688937568455,0.0,4188.0
HP008,B79072,2024-10-30,2026-10-30,4078,13.57,487,300.51584377302873,6608.59,0.0
HP003,B82497,2023-11-19,2025-11-18,2250,40.82,141,55.12003919647232,5755.62,0.0
HP001,B78126,2023-11-20,2024-11-19,3621,48.58,0,74.53684643886373,0.0,3621.0
HP002,B11260,2024-02-20,2026-02-19,4669,49.75,234,93.84924623115577,11641.5,0.0
HP004,B12225,2024-10-15,2025-10-15,1639,45.55,107,35.98243688254665,4873.849999999999,0.0
HP006,B70326,2023-01-31,2025-01-30,695,50.06,0,13.883339992009589,0.0,695.0
HP008,B79736,2023-08-04,2024-08-03,4188,30.05,0,139.3677204658902,0.0,4188.0
HP008,B68183,2023-10-23,2025-10-22,1354,11.51,114,117.63683753258037,1312.1399999999999,41.86000000000013
HP011,B38074,2025-01-27,2027-01-27,4701,41.94,576,112.0886981402003,24157.44,0.0
HP010,B95913,2024-11-26,2025-11-26,383,8.29,149,46.200241254523526,1235.2099999999998,0.0
HP004,B98894,2023-09-16,2025-03-09,4614,26.55,0,173.78531073446328,0.0,4614.0
HP006,B20953,2023-02-26,2024-08-19,388,23.8,0,16.30252100840336,0.0,388.0
HP012,B95536,2023-10-26,2024-10-25,1923,49.19,0,39.09331164870909,0.0,1923.0
HP011,B18650,2024-03-14,2025-03-14,3891,6.3,0,617.6190476190476,0.0,3891.0
HP002,B94073,2023-05-15,2025-05-14,3645,54.37,0,67.04064741585434,0.0,3645.0
HP012,B77250,2024-01-23,2024-07-21,2655,49.34,0,53.810295905958654,0.0,2655.0
HP002,B19374,2024-11-21,2026-11-21,1762,63.9,509,27.57433489827856,32525.1,0.0
HP011,B25888,2024-08-22,2026-08-22,4101,2.67,418,1535.9550561797753,1116.06,2984.94
HP003,B37433,2023-10-10,2025-10-09,2623,65.07,101,40.31043491624405,6572.07,0.0
HP008,B99591,2024-12-24,2026-12-24,1828,44.92,542,40.69456812110418,24346.64,0.0
HP004,B51993,2023-06-01,2024-11-22,496,62.62,0,7.920792079207921,0.0,496.0
HP002,B55218,2025-04-04,2026-09-26,3136,58.83,453,53.30613632500425,26649.989999999998,0.0
HP006,B60317,2024-09-16,2026-09-16,2852,18.91,443,150.81967213114754,8377.13,0.0
HP011,B41527,2023-07-23,2025-07-22,4288,50.38,22,85.11314013497419,1108.3600000000001,3179.64
HP003,B11735,2023-09-23,2024-09-22,4534,68.0,0,66.67647058823529,0.0,4534.0
HP005,B90885,2023-06-20,2024-12-11,1555,52.2,0,29.78927203065134,0.0,1555.0
HP003,B24643,2025-01-28,2027-01-28,2642,20.44,577,129.25636007827788,11793.880000000001,0.0
HP002,B17763,2023-11-04,2024-11-03,3568,3.25,0,1097.8461538461538,0.0,3568.0
HP012,B48623,2024-06-11,2025-06-11,1539,63.76,0,24.137390213299874,0.0,1539.0
HP001,B24270,2024-07-17,2025-07-17,4395,55.84,17,78.70702005730658,949.2800000000001,3445.72
HP009,B50943,2025-05-24,2025-11-20,421,61.75,143,6.817813765182186,8830.25,0.0
HP006,B18812,2023-11-09,2025-05-02,1655,12.86,0,128.6936236391913,0.0,1655.0
HP012,B48787,2024-06-26,2025-06-26,800,26.08,0,30.67484662576687,0.0,800.0
HP012,B67830,2025-02-06,2025-08-05,212,35.28,36,6.00907029478458,1270.08,0.0
HP003,B91177,2024-11-25,2026-11-25,615,1.21,513,508.26446280991735,620.73,0.0
HP010,B80570,2023-01-14,2025-01-13,475,42.51,0,11.173841449070807,0.0,475.0
HP005,B32600,2023-10-09,2025-10-08,2039,42.21,100,48.30608860459606,4221.0,0.0
HP011,B49976,2025-02-01,2026-07-26,3879,17.24,391,225.00000000000003,6740.839999999999,0.0
HP006,B44772,2025-01-13,2026-07-07,2191,54.22,372,40.409443009959425,20169.84,0.0
HP003,B77108,2023-04-16,2025-04-15,1844,69.56,0,26.50948821161587,0.0,1844.0
HP007,B10673,2023-07-12,2025-01-02,1925,3.17,0,607.2555205047319,0.0,1925.0
HP005,B18944,2024-02-06,2025-02-05,4943,39.56,0,124.9494438827098,0.0,4943.0
HP002,B18001,2024-02-28,2025-02-27,3942,30.35,0,129.88467874794068,0.0,3942.0
HP001,B27902,2024-07-17,2025-01-13,1260,43.47,0,28.985507246376812,0.0,1260.0
HP002,B33491,2024-08-10,2026-08-10,4785,50.44,406,94.86518636003173,20478.64,0.0
HP007,B25231,2025-04-20,2026-10-12,321,48.46,469,6.624019810152703,22727.74,0.0
HP011,B23211,2025-05-03,2026-10-25,896,8.16,482,109.80392156862744,3933.12,0.0
HP005,B68292,2024-01-09,2025-01-08,4599,50.85,0,90.4424778761062,0.0,4599.0
HP003,B26783,2024-07-19,2026-07-19,2277,56.14,384,40.55931599572497,21557.760000000002,0.0
HP008,B47771,2023-02-03,2025-02-02,3788,34.67,0,109.25872512258437,0.0,3788.0
HP011,B34192,2024-11-18,2025-11-18,584,52.91,141,11.037611037611038,7460.3099999999995,0.0
HP003,B36598,2024-08-22,2025-08-22,3285,52.48,53,62.59527439024391,2781.44,503.55999999999995
HP002,B71599,2025-05-06,2026-10-28,3663,35.71,485,102.57630915709885,17319.350000000002,0.0
HP002,B18695,2024-10-16,2025-10-16,2196,54.61,108,40.21241530855155,5897.88,0.0
HP010,B39857,2024-10-13,2026-04-06,948,57.74,280,16.418427433321785,16167.2,0.0
HP009,B82323,2023-07-16,2024-01-12,1813,5.39,0,336.3636363636364,0.0,1813.0
HP005,B75936,2023-03-27,2024-09-17,1869,57.56,0,32.47046560111188,0.0,1869.0
HP001,B40551,2024-12-04,2025-12-04,4042,20.83,157,194.04704752760443,3270.31,771.69
HP002,B80127,2024-06-12,2025-12-04,4377,30.68,157,142.66623207301174,4816.76,0.0
HP005,B98538,2023-01-08,2025-01-07,4281,21.39,0,200.14025245441795,0.0,4281.0
HP007,B60354,2024-08-31,2026-02-22,165,9.62,237,17.151767151767153,2279.9399999999996,0.0
HP002,B82985,2023-09-01,2025-02-22,2248,32.09,0,70.05297600498596,0.0,2248.0
HP003,B33676,2024-11-27,2026-05-21,3775,46.26,325,81.6039775183744,15034.5,0.0
HP007,B89162,2025-03-15,2027-03-15,4411,22.17,623,198.96256202074875,13811.910000000002,0.0
HP009,B43681,2025-03-12,2026-03-12,1529,14.62,255,104.5827633378933,3728.1,0.0
HP001,B64304,2023-10-01,2024-03-29,1794,25.0,0,71.76,0.0,1794.0
HP010,B62314,2025-01-23,2027-01-23,309,12.86,572,24.027993779160187,7355.92,0.0
HP005,B35040,2024-01-23,2025-01-22,2104,16.79,0,125.31268612269209,0.0,2104.0
HP001,B17853,2023-07-16,2024-07-15,772,5.89,0,131.06960950764008,0.0,772.0
HP004,B80029,2023-10-17,2025-04-09,911,54.63,0,16.675819146988832,0.0,911.0
HP006,B68797,2023-11-26,2024-11-25,1243,32.95,0,37.723823975720784,0.0,1243.0
HP004,B77345,2024-04-12,2026-04-12,2608,35.82,286,72.80848687883864,10244.52,0.0
HP003,B53489,2025-03-09,2026-08-31,4054,26.01,427,155.8631295655517,11106.27,0.0
HP007,B57679,2023-01-01,2024-12-31,1572,2.13,0,738.0281690140846,0.0,1572.0
HP005,B77624,2023-04-15,2025-04-14,852,47.63,0,17.887885786269155,0.0,852.0
HP008,B67606,2023-07-12,2025-07-11,299,12.17,11,24.56861133935908,133.87,165.13
HP008,B91161,2025-04-21,2026-04-21,378,23.11,295,16.356555603634792,6817.45,0.0
HP007,B32271,2024-11-11,2026-05-05,257,18.89,309,13.605082053996822,5837.01,0.0
HP001,B98249,2024-12-15,2025-12-15,1516,38.92,168,38.95169578622816,6538.56,0.0
HP003,B61417,2024-10-26,2026-10-26,352,54.63,483,6.443346146805784,26386.29,0.0
HP009,B60695,2023-03-29,2023-09-25,4066,53.8,0,75.57620817843866,0.0,4066.0
HP012,B51317,2023-01-07,2024-01-07,859,16.02,0,53.62047440699126,0.0,859.0
HP012,B21467,2024-09-13,2025-03-12,2420,57.91,0,41.788982904506994,0.0,2420.0
HP002,B37709,2024-09-20,2026-03-14,3172,12.28,257,258.30618892508147,3155.96,16.039999999999964
HP007,B73863,2024-08-11,2026-08-11,1997,60.67,407,32.9157738585792,24692.690000000002,0.0
HP010,B31463,2024-12-08,2026-12-08,381,42.89,526,8.883189554674749,22560.14,0.0
HP003,B23993,2023-11-10,2025-05-03,1481,33.73,0,43.907500741179966,0.0,1481.0
HP009,B78794,2023-09-06,2024-09-05,3209,64.14,0,50.03118178983473,0.0,3209.0
HP009,B91569,2025-05-29,2025-11-25,1808,12.9,148,140.15503875968992,1909.2,0.0
HP007,B29070,2024-07-19,2026-07-19,1579,19.28,384,81.89834024896265,7403.52,0.0
HP009,B45091,2023-08-10,2024-02-06,2867,61.67,0,46.489378952489055,0.0,2867.0
HP006,B39853,2024-01-11,2026-01-10,971,41.29,194,23.516589973359167,8010.26,0.0
HP004,B99023,2024-12-31,2026-06-24,1284,16.55,359,77.58308157099698,5941.45,0.0
HP009,B14623,2023-01-19,2024-01-19,2180,67.7,0,32.20088626292467,0.0,2180.0
HP006,B79570,2023-07-20,2025-07-19,3154,9.73,19,324.1521068859198,184.87,2969.13
HP012,B59821,2023-09-05,2024-03-03,3328,61.3,0,54.290375203915175,0.0,3328.0
HP007,B85215,2023-07-06,2024-07-05,1374,11.62,0,118.24440619621343,0.0,1374.0
HP009,B34848,2023-04-22,2023-10-19,2645,37.72,0,70.1219512195122,0.0,2645.0
HP005,B56372,2023-02-12,2024-02-12,533,8.65,0,61.618497109826585,0.0,533.0
HP005,B70592,2024-03-11,2025-09-02,2206,16.17,64,136.42547928262212,1034.88,1171.12
HP010,B87664,2024-01-27,2026-01-26,1880,64.79,210,29.0168235838864,13605.900000000001,0.0
HP007,B83833,2023-01-11,2024-01-11,4694,42.88,0,109.46828358208954,0.0,4694.0
HP006,B99007,2024-10-29,2026-04-22,2858,64.6,296,44.241486068111456,19121.6,0.0
HP006,B23018,2024-01-20,2025-01-19,616,66.6,0,9.24924924924925,0.0,616.0
HP012,B33973,2023-09-04,2024-03-02,2867,42.26,0,67.84193090392807,0.0,2867.0
HP011,B35934,2024-11-27,2026-11-27,173,57.37,515,3.015513334495381,29545.55,0.0
HP008,B81983,2024-07-04,2026-07-04,2614,25.99,369,100.5771450557907,9590.31,0.0
HP009,B49315,2024-04-18,2024-10-15,3757,22.53,0,166.7554371948513,0.0,3757.0
HP003,B43653,2024-05-29,2025-11-20,3736,29.79,143,125.41121181604565,4259.97,0.0
HP012,B81212,2024-09-18,2025-03-17,196,35.25,0,5.560283687943262,0.0,196.0
HP012,B58039,2024-10-01,2025-10-01,1406,7.87,93,178.6531130876747,731.91,674.09
HP005,B86192,2024-12-12,2026-12-12,3985,36.26,530,109.90071704357419,19217.8,0.0
HP004,B28966,2025-05-01,2027-05-01,2965,68.21,670,43.46869960416362,45700.7,0.0
HP003,B13824,2023-08-12,2025-08-11,4938,39.98,42,123.51175587793898,1679.1599999999999,3258.84
HP012,B91949,2025-03-27,2025-09-23,1445,21.05,85,68.646080760095,1789.25,0.0
HP009,B98893,2023-04-22,2024-04-21,4920,10.89,0,451.7906336088154,0.0,4920.0
HP012,B34821,2024-11-21,2025-05-20,221,53.33,0,4.144009000562535,0.0,221.0
HP004,B89520,2025-04-12,2026-10-04,1220,22.13,461,55.12878445549029,10201.93,0.0
HP007,B32106,2025-02-09,2026-08-03,3627,58.39,399,62.11680082205857,23297.61,0.0
HP003,B78318,2025-01-27,2026-01-27,946,61.98,211,15.262988060664732,13077.779999999999,0.0
HP003,B51027,2024-08-16,2026-02-07,2284,29.17,222,78.29962290023997,6475.740000000001,0.0
HP010,B51434,2025-04-16,2026-04-16,1251,8.92,290,140.24663677130044,2586.8,0.0
HP001,B46538,2024-12-15,2025-12-15,1577,14.28,168,110.4341736694678,2399.04,0.0
HP008,B29828,2023-08-31,2024-08-30,1782,55.67,0,32.01005927788755,0.0,1782.0
HP010,B43573,2023-03-30,2024-09-20,573,33.27,0,17.222723174030655,0.0,573.0
